aircraft id,date,avg_sensor,flighthours,flightcycles,delayedminutes,label
XY-YJU,2013-10-08,29.59618525562485,0.833333333333333,1,10,0
XY-BDC,2015-11-28,24.69133361901148,3.65,1,21,0
XY-BDC,2010-09-12,26.527627910939202,2.75,1,15,0
XY-WYW,2015-10-11,28.326196965423403,2.55,1,27,0
XY-KWW,2015-10-11,26.09965885224541,5.08333333333333,3,55,1
XY-OQQ,2015-07-17,24.527627910939202,2.81666666666667,1,11,0
XY-AZQ,2016-09-10,26.158751068737516,3.95,1,3,0
XY-FFT,2015-10-24,23.382293429341164,3.4,1,36,0
XY-GOJ,2012-09-13,61.88091177127996,0.583333333333333,1,25,0
XY-GOJ,2015-11-28,24.404403532575447,1.93333333333333,1,4,0
XY-IOW,2012-10-12,61.024066834433704,2.83333333333333,1,10,1
XY-OZX,2014-11-04,27.544545053548124,5.43333333333333,2,34,0
XY-SHM,2010-09-12,25.432443277926634,3.75,1,15,0
XY-IOW,2010-02-27,25.98883689639154,0.533333333333333,1,28,0
XY-AZQ,2015-10-08,63.84048476170168,1.98333333333333,1,1,1
XY-WYW,2012-05-05,26.63472783451754,1.55,1,27,0
XY-FFT,2015-07-17,26.60736018432592,2.81666666666667,1,11,0
XY-SFN,2010-09-24,61.938694376220994,2.51666666666667,1,29,1
XY-GOJ,2013-10-08,26.58476662497569,3.81666666666667,1,11,0
XY-SHM,2013-07-04,26.510048032935117,6.56666666666667,2,26,0
XY-YBT,2013-03-19,28.933569497394455,9.85,3,69,0
XY-OZX,2013-07-04,23.311982399374962,4.58333333333333,2,25,0
XY-SFN,2014-12-03,67.36301300329617,0.4,1,36,1
XY-BDC,2012-11-12,24.049956658086057,5.11666666666667,3,53,0
XY-SHM,2012-11-12,21.519281838409146,2.31666666666667,2,41,0
XY-LOL,2015-07-12,62.83068907679461,1.61666666666667,1,23,1
XY-YCV,2012-03-08,27.92882889851037,1.66666666666667,2,20,0
XY-OQQ,2013-07-01,62.35877759452561,10.2833333333333,3,43,1
XY-PGD,2012-03-08,25.66873807137648,1.78333333333333,1,13,0
XY-OZX,2015-11-28,27.498553013961754,3.8,1,12,0
XY-FFT,2014-07-25,63.90737259759438,5.68333333333333,3,79,1
XY-LOL,2010-09-08,65.2754907053352,2.43333333333333,1,34,1
XY-LOL,2014-11-04,25.544545053548127,2.71666666666667,1,17,0
XY-YBT,2014-11-04,27.222861504813075,2.91666666666667,2,65,0
XY-YCV,2011-06-18,62.82252996477578,2.38333333333333,2,37,1
XY-LOL,2012-06-20,65.65808070838523,4.3,2,42,1
XY-POE,2012-06-19,24.450090328307287,3.5,1,30,0
XY-POE,2014-07-24,25.897153245495517,0.583333333333333,1,25,0
XY-GOJ,2015-06-01,22.54178516342524,3.4,1,36,0
XY-GOJ,2015-10-24,29.467080907739785,2.75,1,15,0
XY-BDC,2016-07-29,28.71763067981153,4.38333333333333,2,37,0
XY-WYW,2010-11-17,23.99219520117204,2.86666666666667,1,8,0
XY-YBT,2012-06-15,20.219624277776415,0.65,1,21,0
XY-JQE,2014-12-03,27.44941600283475,3.4,2,36,0
XY-SFN,2015-10-11,24.51808598482859,3.9,2,66,0
XY-WYW,2011-06-21,28.111333735642866,4.71666666666667,2,17,0
XY-YCV,2012-06-19,29.35802479794627,0.733333333333333,1,16,0
XY-YJU,2011-06-20,26.92882889851037,3.46666666666667,1,32,0
XY-SHM,2013-03-17,23.51808598482859,2.53333333333333,1,28,0
XY-OQQ,2016-09-10,29.40307610195625,1.46666666666667,1,32,0
XY-AZQ,2015-11-28,27.974783974969267,3.8,1,12,0
XY-BDC,2014-12-03,26.788545333765786,3.65,1,21,0
XY-YBT,2012-11-12,28.266518306900977,1.43333333333333,1,34,0
XY-IOW,2015-11-27,64.71411157541756,1.35,2,39,1
XY-GOJ,2015-10-25,25.68005886515635,2.75,1,15,0
XY-OZX,2016-09-11,65.23547309770747,3.93333333333333,1,4,1
XY-FFT,2015-11-28,25.028951611720174,3.85,1,9,0
XY-BDC,2013-09-20,26.962349205343905,3.55,1,27,0
XY-PGD,2010-09-23,30.2981342215634,1.38333333333333,1,37,0
XY-AZQ,2016-06-07,64.74953569040233,1.66666666666667,1,20,1
XY-NIO,2016-06-12,27.572634725683788,2.66666666666667,1,20,0
XY-RRQ,2012-06-19,31.44743358218066,0.55,1,27,0
XY-IOW,2014-12-12,26.40522540118007,6.86666666666667,2,68,0
XY-FFT,2013-03-19,29.527657200113094,0.783333333333333,1,13,0
XY-FFT,2012-06-19,29.433888216066592,1.56666666666667,1,26,0
XY-AZQ,2012-03-08,23.165312710682606,1.88333333333333,1,7,0
XY-NIO,2010-09-23,22.763490409126312,0.466666666666667,1,32,0
XY-PGD,2012-06-19,27.80874321067704,1.53333333333333,1,28,0
XY-LOL,2015-07-11,61.35269135277944,1.43333333333333,1,34,1
XY-SHM,2010-09-23,27.355926331191007,2.91666666666667,1,5,0
XY-BDC,2016-09-10,25.023198389999227,0.983333333333333,1,1,0
XY-AZQ,2012-05-05,28.858430363022368,3.63333333333333,1,22,0
XY-JQE,2015-07-17,24.472092240978846,0.533333333333333,1,28,0
XY-YCV,2013-07-04,28.18147359141158,3.41666666666667,1,35,0
XY-GOJ,2013-09-20,24.494683113687575,3.75,1,15,0
XY-IOW,2012-10-16,59.7782012019798,2.51666666666667,2,29,1
XY-LOL,2012-06-18,66.9984526984846,2.83333333333333,1,10,1
XY-POE,2016-07-29,29.217485378609524,0.35,1,39,0
XY-RRQ,2015-10-11,24.672472918243617,6.21666666666667,2,47,0
XY-JQE,2013-10-08,27.176312513985188,5.16666666666667,2,50,0
XY-NIO,2012-11-12,24.394016944593048,0.433333333333333,1,34,0
XY-KWW,2011-06-17,30.61300316901528,0.583333333333333,1,25,0
XY-BDC,2010-09-23,27.45931644722197,2.48333333333333,1,31,0
XY-LOL,2012-03-01,64.1163092359453,3.86666666666667,1,8,0
XY-FFT,2016-07-30,27.018201689639195,4.95,2,63,0
XY-GOJ,2016-09-10,23.255793144538373,4.93333333333333,3,64,0
XY-SHM,2015-10-24,27.560932372456804,0.85,1,9,0
XY-YCV,2015-10-11,26.51808598482859,2.53333333333333,1,28,0
XY-LOL,2013-09-20,26.952683020778615,6.8,3,72,0
XY-FFT,2014-12-04,26.506906554967614,6.71666666666667,2,17,0
XY-SHM,2012-09-11,27.677963165595497,6.3,2,42,0
XY-KWW,2013-09-16,60.86846882795749,3.58333333333333,1,25,1
XY-LOL,2015-07-18,66.56894018171711,2.68333333333333,1,19,1
XY-FFT,2016-07-29,26.48325534458731,1.66666666666667,1,20,0
XY-LOL,2012-05-05,30.26092901334631,1.53333333333333,1,28,1
XY-SFN,2010-11-17,28.788555766874538,0.866666666666667,1,8,0
XY-SHM,2014-10-30,64.65816014386628,2.35,1,39,1
XY-KWW,2013-07-04,28.679012398973132,4.13333333333333,2,52,0
XY-LOL,2012-03-07,63.88435624398517,1.6,1,24,1
XY-FFT,2014-07-22,62.3673209404469,2.48333333333333,1,31,1
XY-YBT,2012-05-05,25.835566255065398,9.01666666666667,3,59,0
XY-PGD,2016-07-30,61.08094088702589,2.71666666666667,1,17,1
XY-IOW,2012-10-08,60.44608911354036,1.63333333333333,1,22,0
XY-IOW,2013-03-17,25.403076101956252,3.26666666666667,2,44,0
XY-LOL,2012-06-16,63.795322317157286,2.56666666666667,1,26,1
XY-IOW,2015-07-17,27.039684508945946,3.4,1,36,0
XY-NIO,2015-10-11,31.18149392360796,0.433333333333333,1,34,0
XY-YCV,2013-10-09,27.87642885424957,2.9,1,6,0
XY-OQQ,2015-06-01,26.766346333134745,5.23333333333333,2,46,0
XY-AZQ,2016-07-29,23.83987854734863,0.633333333333333,1,22,0
XY-RRQ,2016-07-29,26.113281953587745,1.5,1,30,0
XY-YJU,2013-03-17,25.849692353244034,3.71666666666667,1,17,0
XY-NIO,2013-10-08,27.23080313410869,6.38333333333333,2,37,0
XY-YCV,2011-06-13,64.19688354482817,0.55,1,27,1
XY-GOJ,2012-09-12,60.987928241609566,3.6,1,24,1
XY-KWW,2012-11-12,27.438574968731785,7.63333333333333,2,22,0
XY-KWW,2014-12-12,27.66351044492756,3.78333333333333,1,13,0
XY-WYW,2013-03-20,26.740254815581917,2.46666666666667,1,32,0
XY-IOW,2010-11-18,65.1116938807297,5.18333333333333,2,49,1
XY-JQE,2014-02-15,61.8538358104594,3.35,1,39,1
XY-SHM,2012-10-16,25.070471757200377,0.783333333333333,1,13,0
XY-PGD,2016-07-24,61.67321507648149,2.43333333333333,1,34,1
XY-OZX,2013-03-18,62.03259033597521,3.41666666666667,2,35,1
XY-PGD,2014-12-12,24.524611840536025,1.71666666666667,1,17,0
XY-IOW,2011-06-21,59.854037379349,2.83333333333333,1,10,1
XY-JQE,2014-02-19,61.118538173552096,2.98333333333333,1,1,1
XY-WYW,2011-06-20,28.996655131910924,1.43333333333333,1,34,0
XY-RRQ,2012-10-15,24.43479545756181,4.28333333333333,2,43,0
XY-OZX,2012-03-08,28.01963082389284,3.73333333333333,1,16,0
XY-OQQ,2012-06-14,27.05931626946607,5.58333333333333,2,25,0
XY-BDC,2012-05-04,59.987848895937624,1.55,1,27,1
XY-KWW,2013-09-13,63.174045282893786,0.733333333333333,1,16,0
XY-OZX,2016-09-03,63.53163095972234,1.36666666666667,1,38,0
XY-IOW,2015-06-01,27.64382277226678,3.98333333333333,1,1,0
XY-SFN,2010-09-22,64.40071774579208,6.23333333333333,4,106,1
XY-YBT,2014-02-18,26.162145785249848,3.73333333333333,1,16,0
XY-YCV,2013-09-20,23.81457913386923,1.4,1,36,0
XY-YBT,2012-06-14,25.021962318048175,3.13333333333333,2,52,0
XY-IOW,2011-06-15,64.92094727533569,4.8,2,12,1
XY-IOW,2012-05-05,29.513900705308302,2.91666666666667,1,5,0
XY-RRQ,2014-02-18,26.949509427462395,2.8,1,12,0
XY-YBT,2013-07-31,22.658094245475787,1.43333333333333,1,34,0
XY-SHM,2014-11-04,65.28682554752741,2.71666666666667,1,17,1
XY-YJU,2014-12-03,28.587279086072478,2.88333333333333,1,7,0
XY-NIO,2011-06-20,25.68172022123765,1.43333333333333,1,34,0
XY-POE,2013-09-20,23.509724572454886,3.4,1,36,0
XY-YBT,2015-07-17,26.37556302017949,3.4,1,36,0
XY-OZX,2013-03-17,24.11959977175793,4.38333333333333,2,37,1
XY-WYW,2013-03-19,25.48325534458731,3.73333333333333,1,16,0
XY-RRQ,2010-09-23,26.19599553623606,1.08333333333333,2,55,0
XY-YJU,2015-10-11,27.71976988680208,9.26666666666667,3,44,0
XY-YCV,2013-10-08,26.767373575380052,2.48333333333333,1,31,0
XY-GOJ,2016-07-29,22.71491571733139,1.53333333333333,1,28,0
XY-KWW,2013-09-17,62.136880069772964,1.83333333333333,1,10,1
XY-FFT,2015-06-01,28.489295448135103,5.13333333333333,2,52,0
XY-LOL,2014-12-03,29.266518306900974,1.48333333333333,1,31,0
XY-OQQ,2013-07-05,63.655056031289014,2.95,1,3,1
XY-LOL,2010-09-11,62.9332376574033,2.75,1,15,1
XY-BDC,2010-02-28,64.64956621885463,0.383333333333333,1,37,1
XY-OZX,2013-03-19,61.957712800837285,3.36666666666667,1,38,1
XY-POE,2010-02-27,30.192370511249692,1.4,1,36,0
XY-FFT,2014-12-03,28.447132126567126,3.58333333333333,1,25,0
XY-SFN,2010-09-17,62.96469586380402,4.93333333333333,3,64,1
XY-POE,2012-10-15,24.737092483635976,4.25,2,45,0
XY-YCV,2015-10-24,24.453971421462207,2.88333333333333,1,7,0
XY-WYW,2010-09-23,25.58681958629386,2.43333333333333,1,34,0
XY-POE,2013-07-04,27.82533781210771,3.38333333333333,1,37,0
XY-LOL,2015-07-17,63.953105583813446,3.86666666666667,2,68,1
XY-OZX,2013-10-08,22.24158771343618,7.73333333333333,2,16,0
XY-WYW,2014-07-24,27.554789575311723,1.35,1,39,0
XY-YCV,2011-06-16,64.3575592372189,1.53333333333333,1,28,1
XY-SFN,2015-07-17,25.84496480427478,4.93333333333333,2,64,0
XY-OZX,2013-03-14,62.58176988532801,3.01666666666667,2,59,1
XY-RRQ,2013-10-05,63.44717881609743,2.71666666666667,1,17,1
XY-YJU,2010-02-27,28.629908910511467,1.7,1,18,0
XY-PGD,2013-07-31,29.433888216066592,4.75,3,75,0
XY-WYW,2015-11-28,26.66164046575848,5.73333333333333,2,16,0
XY-PGD,2010-02-27,24.629908910511467,0.583333333333333,1,25,0
XY-YCV,2012-05-05,26.075363609605823,2.5,2,30,0
XY-RRQ,2013-03-19,25.13609303954671,3.95,1,3,0
XY-POE,2012-06-14,61.39167883724235,1.35,1,39,1
XY-KWW,2013-09-18,63.64760880275493,1.03333333333333,2,58,1
XY-BDC,2013-07-31,65.80251083608015,0.383333333333333,1,37,1
XY-AZQ,2011-06-17,31.44743358218066,0.566666666666667,1,26,0
XY-NIO,2013-09-20,25.971086422572096,0.5,1,30,0
XY-IOW,2013-10-08,25.788545333765786,3.61666666666667,1,23,0
XY-POE,2014-02-18,27.881364542080558,6.8,2,12,0
XY-NIO,2015-11-28,27.541785163425235,5.33333333333333,2,40,0
XY-SHM,2014-10-28,64.65321772993049,0.65,1,21,0
XY-RRQ,2014-12-03,26.65886065453567,3.6,1,24,0
XY-FFT,2014-11-04,26.883065814579723,0.916666666666667,1,5,0
XY-IOW,2012-11-12,26.828998102512383,2.76666666666667,2,14,0
XY-OZX,2014-12-12,29.29435527152658,0.916666666666667,1,5,0
XY-SHM,2011-06-20,24.566976932818505,3.43333333333333,1,34,0
XY-OZX,2015-06-01,27.826503886028675,7.05,2,57,0
XY-BDC,2013-08-01,61.832595652763025,3.55,1,27,1
XY-WYW,2010-02-27,28.012690036036357,0.866666666666667,1,8,0
XY-AZQ,2015-10-06,64.6704863657839,0.516666666666667,1,29,1
XY-SFN,2015-05-28,65.81112354645396,1.93333333333333,1,4,1
XY-PGD,2012-10-15,28.587279086072478,3.55,1,27,0
XY-AZQ,2016-06-13,67.6362602537938,0.533333333333333,1,28,1
XY-NIO,2016-07-29,27.24514616344924,1.63333333333333,1,22,0
XY-SFN,2016-09-10,24.763750918227405,0.783333333333333,1,13,0
XY-BDC,2012-05-03,63.16386878869665,0.95,1,3,1
XY-LOL,2012-03-06,63.13590922562709,5.06666666666667,2,56,1
XY-YJU,2016-06-12,25.824295842803767,2.95,1,3,0
XY-BDC,2013-07-27,62.806520269356604,0.433333333333333,1,34,1
XY-BDC,2012-05-02,60.91692301189705,4.46666666666667,2,32,1
XY-BDC,2013-03-12,62.911646736669496,1.53333333333333,1,28,1
XY-GOJ,2013-07-31,26.916927445193515,2.76666666666667,2,74,0
XY-YBT,2012-03-08,30.234835608266334,1.61666666666667,2,23,0
